return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00006777,OL000017799,20250814,20250819,R003,resellable,1,109.01,original_payment
R00006778,OL000017801,20250623,20250625,R007,refurbishable,1,40.18,original_payment
R00006779,OL000017807,20250718,20250721,R006,refurbishable,1,101.64,original_payment
R00006780,OL000017809,20260309,20260317,R005,resellable,1,89.6,original_payment
R00006781,OL000017813,20250803,20250809,R005,refurbishable,1,214.61,original_payment
R00006782,OL000017814,20260715,20260722,R006,refurbishable,1,156.14,original_payment
R00006783,OL000017817,20250526,20250604,R010,resellable,2,353.58,original_payment
R00006784,OL000017820,20250422,20250428,R002,refurbishable,1,144.54,original_payment
R00006785,OL000017823,20260122,20260126,R007,resellable,1,41.2,manual_refund
R00006786,OL000017824,20250823,20250825,R008,write_off,1,60.43,original_payment
R00006787,OL000017827,20251010,20251014,R004,resellable,1,69.45,wallet_credit
R00006788,OL000017832,20260304,20260309,R005,resellable,1,278.83,original_payment
R00006789,OL000017842,20250303,20250308,R002,resellable,1,69.36,original_payment
R00006790,OL000017844,20260612,20260618,R003,refurbishable,1,200.07,manual_refund
R00006791,OL000017845,20250415,20250424,R003,resellable,1,142.88,manual_refund
R00006792,OL000017848,20250224,20250227,R009,resellable,1,41.36,original_payment
R00006793,OL000017852,20260430,20260509,R001,resellable,1,426.23,original_payment
R00006794,OL000017853,20250811,20250819,R008,refurbishable,1,149.99,wallet_credit
R00006795,OL000017856,20251110,20251115,R002,resellable,1,160.37,original_payment
R00006796,OL000017858,20260627,20260706,R001,refurbishable,1,86.02,original_payment
R00006797,OL000017862,20250913,20250921,R003,resellable,2,1291.24,original_payment
R00006798,OL000017867,20250505,20250509,R003,resellable,1,135.88,original_payment
R00006799,OL000017868,20250715,20250724,R001,resellable,1,206.91,wallet_credit
R00006800,OL000017869,20250912,20250914,R003,resellable,1,39.48,original_payment
R00006801,OL000017870,20250810,20250817,R004,resellable,1,93.99,original_payment
R00006802,OL000017877,20250708,20250713,R002,resellable,1,103.43,manual_refund
R00006803,OL000017881,20260306,20260312,R007,resellable,1,333.79,original_payment
R00006804,OL000017883,20260609,20260616,R005,write_off,1,116.45,original_payment
R00006805,OL000017885,20250825,20250830,R001,resellable,1,100.31,original_payment
R00006806,OL000017887,20260623,20260630,R002,refurbishable,1,128.21,original_payment
R00006807,OL000017890,20250505,20250514,R005,refurbishable,1,186.97,original_payment
R00006808,OL000017896,20250710,20250719,R003,resellable,1,912.86,wallet_credit
R00006809,OL000017897,20250806,20250811,R001,resellable,1,25.61,wallet_credit
R00006810,OL000017898,20251025,20251027,R001,resellable,1,71.55,original_payment
R00006811,OL000017901,20250917,20250926,R002,refurbishable,1,324.34,manual_refund
R00006812,OL000017903,20250311,20250314,R005,resellable,3,306.03,manual_refund
R00006813,OL000017906,20250412,20250420,R001,write_off,1,356.66,original_payment
R00006814,OL000017907,20260423,20260427,R001,resellable,1,51.67,original_payment
R00006815,OL000017910,20260413,20260415,R001,resellable,1,218.41,original_payment
R00006816,OL000017911,20260426,20260429,R002,resellable,1,234.76,original_payment
R00006817,OL000017913,20260316,20260320,R001,resellable,1,239.91,original_payment
R00006818,OL000017916,20260107,20260115,R001,resellable,1,123.29,wallet_credit
R00006819,OL000017917,20250731,20250804,R002,resellable,1,95.52,original_payment
R00006820,OL000017919,20250316,20250320,R002,resellable,1,111.88,original_payment
R00006821,OL000017920,20260411,20260413,R010,resellable,1,210.3,original_payment
R00006822,OL000017926,20260615,20260621,R002,resellable,1,89.11,original_payment
R00006823,OL000017929,20250916,20250924,R003,resellable,2,753.16,wallet_credit
R00006824,OL000017930,20251108,20251116,R007,resellable,1,123.51,wallet_credit
R00006825,OL000017935,20250306,20250309,R001,resellable,1,94.52,original_payment
R00006826,OL000017936,20250904,20250910,R001,resellable,1,65.79,original_payment
R00006827,OL000017939,20260109,20260118,R005,refurbishable,1,156.62,wallet_credit
R00006828,OL000017941,20260511,20260516,R003,resellable,1,224.85,manual_refund
R00006829,OL000017946,20250214,20250217,R003,resellable,1,534.8,original_payment
R00006830,OL000017951,20250607,20250611,R002,resellable,1,108.28,wallet_credit
R00006831,OL000017953,20250529,20250606,R001,refurbishable,2,101.68,original_payment
R00006832,OL000017958,20250818,20250824,R001,resellable,1,171.27,wallet_credit
R00006833,OL000017959,20251106,20251115,R002,resellable,1,108.01,original_payment
R00006834,OL000017963,20260123,20260125,R003,write_off,1,166.54,original_payment
R00006835,OL000017965,20251007,20251010,R005,refurbishable,1,75.65,wallet_credit
R00006836,OL000017969,20250324,20250326,R003,write_off,1,152.92,original_payment
R00006837,OL000017970,20260404,20260411,R002,refurbishable,1,51.48,original_payment
R00006838,OL000017975,20251204,20251210,R002,resellable,1,140.64,original_payment
R00006839,OL000017978,20251009,20251013,R002,resellable,1,121.27,original_payment
R00006840,OL000017979,20250725,20250730,R002,resellable,1,91.21,wallet_credit
R00006841,OL000017983,20260705,20260709,R001,write_off,1,59.77,original_payment
R00006842,OL000017986,20250325,20250401,R008,resellable,1,106.97,original_payment
R00006843,OL000017993,20250601,20250605,R003,write_off,1,101.14,original_payment
R00006844,OL000017994,20260610,20260612,R003,resellable,1,48.75,original_payment
R00006845,OL000017995,20260128,20260131,R004,resellable,1,41.92,wallet_credit
R00006846,OL000018000,20260517,20260520,R006,resellable,1,35.42,original_payment
R00006847,OL000018002,20250604,20250613,R001,resellable,1,52.59,original_payment
R00006848,OL000018003,20250526,20250531,R001,resellable,1,206.87,original_payment
R00006849,OL000018007,20260222,20260302,R003,resellable,2,143.9,original_payment
R00006850,OL000018015,20251228,20260101,R006,resellable,1,224.04,original_payment
R00006851,OL000018016,20250321,20250327,R003,resellable,1,112.85,original_payment
R00006852,OL000018017,20250424,20250503,R003,resellable,1,205.97,wallet_credit
R00006853,OL000018022,20260429,20260508,R002,resellable,1,213.37,original_payment
R00006854,OL000018023,20250614,20250621,R006,resellable,1,218.76,manual_refund
R00006855,OL000018024,20250216,20250225,R005,resellable,1,100.61,original_payment
R00006856,OL000018026,20250927,20251002,R001,refurbishable,1,732.96,original_payment
R00006857,OL000018027,20260424,20260428,R001,resellable,1,483.26,original_payment
R00006858,OL000018029,20260520,20260522,R001,resellable,1,58.91,wallet_credit
R00006859,OL000018036,20250306,20250311,R003,resellable,1,1052.87,wallet_credit
R00006860,OL000018038,20250620,20250622,R003,resellable,1,133.74,original_payment
R00006861,OL000018039,20250630,20250704,R001,refurbishable,1,56.83,wallet_credit
R00006862,OL000018041,20260311,20260314,R003,refurbishable,1,767.16,original_payment
R00006863,OL000018044,20260108,20260117,R008,write_off,1,478.47,original_payment
R00006864,OL000018045,20260629,20260701,R004,write_off,1,103.15,manual_refund
R00006865,OL000018046,20260324,20260402,R001,refurbishable,1,92.95,manual_refund
R00006866,OL000018047,20250826,20250901,R008,resellable,1,152.58,original_payment
R00006867,OL000018052,20250513,20250520,R006,write_off,1,126.0,manual_refund
R00006868,OL000018055,20260402,20260411,R001, resellable ,1,224.8,original_payment
R00006869,OL000018056,20250612,20250621,R002,resellable,1,828.86,manual_refund
R00006870,OL000018057,20250407,20250415,R001,resellable,1,393.74,wallet_credit
R00006871,OL000018062,20250620,20250625,R002,resellable,1,61.59,original_payment
R00006872,OL000018066,20250920,20250923,R010,refurbishable,1,171.85,original_payment
R00006873,OL000018067,20250223,20250226,R003,refurbishable,1,109.08,original_payment
R00006874,OL000018068,20251004,20251007,R002,resellable,1,102.24,original_payment
R00006875,OL000018069,20251122,20251124,R001,refurbishable,1,154.92,original_payment
R00006876,OL000018070,20260517,20260522,R010,resellable,1,482.48,original_payment
R00006877,OL000018077,20260201,20260208,R004,refurbishable,1,86.31,wallet_credit
R00006878,OL000018080,20251028,20251102,R006,resellable,1,262.03,original_payment
R00006879,OL000018081,20250315,20250317,R001,resellable,1,106.69,wallet_credit
R00006880,OL000018083,20250721,20250726,R002,resellable,1,203.58,wallet_credit
R00006881,OL000018085,20260523,20260526,R004,refurbishable,1,131.89,original_payment
R00006882,OL000018087,20250120,20250123,R001,write_off,1,76.71,wallet_credit
R00006883,OL000018090,20250710,20250715,R004,write_off,1,99.0,original_payment
R00006884,OL000018100,20250529,20250603,R001,resellable,2,149.4,original_payment
R00006885,OL000018102,20260402,20260406,R004,write_off,1,405.1,original_payment
R00006886,OL000018103,20250403,20250405,R003,resellable,1,634.48,original_payment
R00006887,OL000018105,20250206,20250214,R002,resellable,1,99.51,wallet_credit
R00006888,OL000018107,20250710,20250716,R002,resellable,1,105.74,manual_refund
R00006889,OL000018108,20251105,20251111,R002,resellable,1,127.62,original_payment
R00006890,OL000018110,20250704,20250708,R003,refurbishable,1,39.44,original_payment
R00006891,OL000018113,20250417,20250422,R001,resellable,2,107.26,wallet_credit
R00006892,OL000018114,20260507,20260511,R002,write_off,1,118.13,original_payment
R00006893,OL000018120,20250201,20250204,R007,resellable,1,59.41,original_payment
R00006894,OL000018123,20251102,20251106,R005,resellable,1,103.07,original_payment
R00006895,OL000018128,20250423,20250427,R004,refurbishable,1,81.63,original_payment
R00006896,OL000018130,20260502,20260505,,refurbishable,1,634.95,original_payment
R00006897,OL000018131,20251211,20251213,R001,resellable,1,40.84,original_payment
R00006898,OL000018132,20250731,20250807,R001,refurbishable,1,138.76,original_payment
R00006899,OL000018133,20260210,20260217,R001,resellable,1,798.23,original_payment
R00006900,OL000018137,20250329,20250331,R003,refurbishable,1,171.32,original_payment
R00006901,OL000018139,20260515,20260518,R002,resellable,1,89.26,original_payment
R00006902,OL000018141,20250420,20250423,R003,refurbishable,1,85.14,original_payment
R00006903,OL000018144,20251025,20251028,R003,write_off,1,440.67,original_payment
R00006904,OL000018145,20260118,20260123,R002,refurbishable,1,113.29,wallet_credit
R00006905,OL000018147,20250603,20250612,R002,resellable,1,142.11,original_payment
R00006906,OL000018149,20250218,20250223,R010,resellable,1,78.38,original_payment
R00006907,OL000018151,20260411,20260414,R003,resellable,1,73.07,original_payment
R00006908,OL000018154,20250917,20250925,R006,write_off,1,155.73,original_payment
R00006909,OL000018155,20250713,20250721,R002,refurbishable,1,62.29,original_payment
R00006910,OL000018156,20251105,20251107,R007,resellable,1,396.36,original_payment
R00006911,OL000018159,20251012,20251017,R003,resellable,1,74.0,original_payment
R00006912,OL000018165,20251213,20251218,R002,write_off,1,40.24,wallet_credit
R00006913,OL000018167,20250714,20250721,R003,refurbishable,1,178.89,original_payment
R00006914,OL000018168,20251015,20251024,R001,write_off,1,83.81,original_payment
R00006915,OL000018172,20250923,20250927,R001,resellable,1,74.53,original_payment
R00006916,OL000018173,20250308,20250311,R009,resellable,1,271.27,original_payment
R00006917,OL000018176,20260107,20260111,R004,write_off,2,143.76,original_payment
R00006918,OL000018181,20250623,20250702,R010,refurbishable,1,127.52,wallet_credit
R00006919,OL000018186,20250702,20250705,R002, write_off ,1,104.79,original_payment
R00006920,OL000018190,20260703,20260706,R001,resellable,1,1481.4,original_payment
R00006921,OL000018192,20250202,20250207,R010,resellable,1,511.59,original_payment
R00006922,OL000018194,20260212,20260217,R002,resellable,1,132.36,original_payment
R00006923,OL000018196,20260505,20260512,R005,write_off,1,111.77,original_payment
R00006924,OL000018198,20260707,20260710,R002,refurbishable,1,202.09,original_payment
R00006925,OL000018202,20251027,20251102,,write_off,1,90.42,original_payment
R00006926,OL000018203,20260322,20260327,R001,resellable,1,194.88,original_payment
R00006927,OL000018204,20260520,20260524,R001,resellable,1,117.86,wallet_credit
R00006928,OL000018209,20250412,20250417,R001,resellable,1,69.66,original_payment
R00006929,OL000018211,20251116,20251123,R001,resellable,1,50.05,original_payment
R00006930,OL000018214,20260518,20260525,R001,resellable,1,136.42,original_payment
R00006931,OL000018217,20250607,20250610,R002,resellable,1,64.83,manual_refund
R00006932,OL000018219,20250618,20250627,R004,refurbishable,1,84.72,original_payment
R00006933,OL000018220,20260515,20260520,R007,resellable,1,145.17,original_payment
R00006934,OL000018223,20251119,20251125,R003,resellable,2,284.5,original_payment
R00006935,OL000018225,20251212,20251219,R003,resellable,1,220.6,wallet_credit
R00006936,OL000018226,20250904,20250906,R002,refurbishable,1,746.64,original_payment
R00006937,OL000018229,20250513,20250516,R001,resellable,1,136.05,original_payment
R00006938,OL000018235,20260404,20260412,R002,resellable,1,124.84,original_payment
R00006939,OL000018239,20260221,20260223,R008,resellable,1,502.46,wallet_credit
R00006940,OL000018243,20260610,20260617,R005,write_off,1,46.79,original_payment
R00006941,OL000018249,20260514,20260517,R001,resellable,1,685.3,original_payment
R00006942,OL000018251,20250219,20250224,R002,resellable,1,61.87,original_payment
R00006943,OL000018254,20250624,20250701,R005,resellable,1,147.7,original_payment
R00006944,OL000018256,20250202,20250208,R010,resellable,1,601.79,original_payment
R00006945,OL000018257,20251130,20251202,R010,resellable,1,200.71,original_payment
R00006946,OL000018259,20260205,20260210,R002,resellable,1,165.08,original_payment
R00006947,OL000018260,20250317,20250321,R001,resellable,1,137.1,wallet_credit
R00006948,OL000018261,20260320,20260326,R001,resellable,1,74.47,original_payment
R00006949,OL000018262,20250501,20250505,R001,refurbishable,1,52.06,original_payment
R00006950,OL000018264,20260110,20260118,R003,resellable,1,518.57,original_payment
R00006951,OL000018269,20251219,20251226,R001,resellable,1,137.2,wallet_credit
R00006952,OL000018272,20251018,20251022,R002,resellable,1,49.78,original_payment
R00006953,OL000018277,20250703,20250705,R002,refurbishable,1,147.71,wallet_credit
R00006954,OL000018279,20260329,20260402,R004,write_off,1,109.6,original_payment
R00006955,OL000018286,20250629,20250702,R005,refurbishable,1,63.31,original_payment
R00006956,OL000018287,20250618,20250623,R003,resellable,1,126.47,original_payment
R00006957,OL000018289,20260705,20260708,R002,refurbishable,1,251.87,wallet_credit
R00006958,OL000018292,20260517,20260520,R001,resellable,1,29.03,original_payment
R00006959,OL000018294,20250316,20250318,R003,refurbishable,1,137.99,original_payment
R00006960,OL000018296,20260403,20260405,R002,resellable,1,210.23,original_payment
R00006961,OL000018299,20251013,20251018,R002,refurbishable,1,78.0,original_payment
R00006962,OL000018300,20260104,20260107,R001,refurbishable,1,398.49,manual_refund
R00006963,OL000018305,20251126,20251129,R004,resellable,1,125.24,manual_refund
R00006964,OL000018308,20251127,20251130,R004,refurbishable,1,205.67,wallet_credit
R00006965,OL000018309,20260415,20260422,R003,resellable,1,186.8,original_payment
R00006966,OL000018313,20250503,20250508,R003,resellable,1,146.65,wallet_credit
R00006967,OL000018318,20250409,20250414,R003,resellable,1,91.56,original_payment
R00006968,OL000018323,20251024,20251027,R003,resellable,1,60.75,wallet_credit
R00006969,OL000018324,20250311,20250315,R009,resellable,1,115.54,original_payment
R00006970,OL000018325,20250318,20250327,R008,resellable,1,282.78,wallet_credit
R00006971,OL000018326,20250527,20250530,R001,refurbishable,1,138.64,original_payment
R00006972,OL000018327,20251201,20251207,R008,resellable,1,119.23,original_payment
R00006973,OL000018328,20250511,20250520,R001,resellable,1,330.35,original_payment
R00006974,OL000018329,20250211,20250219,R001,resellable,1,908.4,original_payment
R00006975,OL000018333,20250325,20250331,R001,resellable,1,204.83,wallet_credit
R00006976,OL000018335,20250602,20250611,R007,refurbishable,1,252.96,wallet_credit
R00006977,OL000018336,20251208,20251217,R004,resellable,1,570.16,original_payment
R00006978,OL000018340,20250403,20250411,R004,resellable,1,45.93,wallet_credit
R00006979,OL000018341,20250417,20250420,R003,resellable,1,116.17,original_payment
R00006980,OL000018344,20251223,20251228,,resellable,1,43.41,original_payment
R00006981,OL000018350,20251108,20251112,R001,resellable,1,167.93,original_payment
R00006982,OL000018360,20250414,20250416,R003,resellable,1,128.72,original_payment
R00006983,OL000018361,20260222,20260228,R002,resellable,1,67.7,original_payment
R00006984,OL000018365,20260516,20260518,R001,resellable,1,97.2,manual_refund
R00006985,OL000018369,20250915,20250924,R001,resellable,1,52.9,original_payment
R00006986,OL000018373,20260226,20260304,R003,resellable,1,25.09,original_payment
R00006987,OL000018376,20260628,20260705,R006,resellable,1,186.71,manual_refund
R00006988,OL000018379,20260521,20260523,R005,write_off,1,66.69,original_payment
R00006989,OL000018380,20251027,20251029,R002,resellable,1,48.29,original_payment
R00006990,OL000018383,20260419,20260426,R006,resellable,1,253.68,original_payment
R00006991,OL000018385,20250125,20250203,R006,resellable,1,77.25,original_payment
R00006992,OL000018387,20260313,20260321,R003,refurbishable,1,80.97,wallet_credit
R00006993,OL000018388,20250627,20250704,R002,refurbishable,1,130.95,original_payment
R00006994,OL000018393,20260503,20260508,R001,refurbishable,1,428.84,original_payment
R00006995,OL000018395,20250703,20250709,R003,write_off,1,58.85,original_payment
R00006996,OL000018396,20260723,20260727,R003,resellable,1,138.04,manual_refund
R00006997,OL000018399,20250319,20250327,R001,resellable,1,172.25,original_payment
R00006998,OL000018401,20260217,20260226,R003,resellable,1,127.91,original_payment
R00006999,OL000018402,20250513,20250522,R003,resellable,1,169.84,original_payment
R00007000,OL000018404,20250211,20250215,R010,resellable,1,77.95,manual_refund
R00007001,OL000018409,20260322,20260324,R001,resellable,1,49.32,original_payment
R00007002,OL000018412,20250510,20250517,R002,refurbishable,1,131.68,original_payment
R00007003,OL000018414,20260715,20260720,R002,resellable,1,111.41,original_payment
R00007004,OL000018415,20260119,20260122,,refurbishable,1,132.69,wallet_credit
R00007005,OL000018420,20250120,20250122,R001,resellable,1,130.22,original_payment
R00007006,OL000018422,20250508,20250512,R010,resellable,1,197.36,original_payment
R00007007,OL000018426,20250927,20251006,R001,resellable,1,79.93,original_payment
R00007008,OL000018428,20250324,20250331,R003,resellable,1,586.83,original_payment
R00007009,OL000018436,20260328,20260401,R003,resellable,1,95.49,original_payment
R00007010,OL000018438,20250117,20250123,R008,refurbishable,1,45.9,original_payment
R00007011,OL000018441,20250617,20250619,R003,resellable,1,263.14,original_payment
R00007012,OL000018442,20260315,20260324,R005,refurbishable,1,841.88,original_payment
R00007013,OL000018443,20260626,20260703,R007,resellable,1,94.11,wallet_credit
R00007014,OL000018445,20250420,20250426,R005,write_off,1,286.15,wallet_credit
R00007015,OL000018448,20260614,20260622,R003,refurbishable,1,194.39,wallet_credit
R00007016,OL000018450,20251219,20251223,R001,resellable,1,80.85,manual_refund
R00007017,OL000018458,20251210,20251217,R003,resellable,1,282.06,original_payment
R00007018,OL000018460,20250320,20250322,R001,refurbishable,1,117.83,original_payment
R00007019,OL000018463,20250303,20250305,R002,resellable,1,239.6,wallet_credit
R00007020,OL000018465,20250612,20250620,R007,resellable,1,82.15,original_payment
R00007021,OL000018468,20250417,20250423,R005,write_off,1,122.31,original_payment
R00007022,OL000018472,20250820,20250823,R001,resellable,1,210.03,original_payment
R00007023,OL000018473,20260324,20260330,R004,refurbishable,1,163.65,original_payment
R00007024,OL000018477,20260615,20260617,R003,resellable,1,225.81,original_payment
R00007025,OL000018478,20260208,20260210,R001,write_off,1,381.64,original_payment
R00007026,OL000018479,20251016,20251024,R006,write_off,1,103.24,original_payment
R00007027,OL000018481,20250123,20250129,R001,write_off,1,65.5,original_payment
R00007028,OL000018484,20251212,20251216,R003,write_off,1,151.03,original_payment
R00007029,OL000018485,20260701,20260709,R006,resellable,1,378.19,wallet_credit
R00007030,OL000018486,20250606,20250608,R003,resellable,1,94.41,original_payment
R00007031,OL000018487,20251205,20251212,R005,resellable,1,267.5,wallet_credit
R00007032,OL000018493,20250820,20250823,R002,resellable,1,70.4,wallet_credit
R00007033,OL000018496,20250609,20250614,R004,write_off,1,934.51,original_payment
R00007034,OL000018499,20260411,20260414,R004,refurbishable,1,97.7,original_payment
R00007035,OL000018506,20250420,20250423,R002,resellable,1,106.9,original_payment
R00007036,OL000018509,20250611,20250618,R005,refurbishable,1,175.93,original_payment
R00007037,OL000018510,20251216,20251221,R003,resellable,1,63.63,original_payment
R00007038,OL000018513,20260220,20260228,R001,write_off,1,39.64,wallet_credit
R00007039,OL000018515,20260617,20260622,R010,resellable,1,59.7,original_payment
R00007040,OL000018520,20250130,20250202,R001,resellable,1,150.12,original_payment
R00007041,OL000018521,20250205,20250210,R002,resellable,1,102.44,original_payment
R00007042,OL000018522,20260107,20260111,R001,resellable,1,229.77,original_payment
R00007043,OL000018524,20251225,20251228,R002,resellable,1,165.73,manual_refund
R00007044,OL000018526,20250306,20250309,R002,resellable,1,548.71,original_payment
R00007045,OL000018527,20250304,20250311,R002,resellable,1,718.77,original_payment
R00007046,OL000018528,20251201,20251208,R005,write_off,1,23.85,wallet_credit
R00007047,OL000018530,20250901,20250904,R006,resellable,1,91.22,wallet_credit
R00007048,OL000018531,20260501,20260506,R006,resellable,3,1116.03,original_payment
R00007049,OL000018534,20251229,20260103,R010,refurbishable,1,85.25,original_payment
R00007050,OL000018537,20260513,20260521,R003,refurbishable,1,436.28,wallet_credit
R00007051,OL000018538,20250422,20250428,R002,write_off,2,80.9,original_payment
R00007052,OL000018543,20260119,20260125,R002,refurbishable,1,78.36,original_payment
R00007053,OL000018547,20250701,20250704,R001,resellable,2,136.32,wallet_credit
R00007054,OL000018550,20260408,20260413,R001,resellable,1,99.08,original_payment
R00007055,OL000018551,20250527,20250602,R001,resellable,1,424.52,original_payment
R00007056,OL000018557,20260224,20260227,R002,resellable,1,150.45,original_payment
R00007057,OL000018558,20260613,20260616,R009,resellable,1,199.21,original_payment
R00007058,OL000018564,20260516,20260522,R002,resellable,1,156.69,original_payment
R00007059,OL000018565,20260320,20260324,R001,write_off,1,166.56,original_payment
R00007060,OL000018569,20250315,20250322,R003,refurbishable,1,67.71,original_payment
R00007061,OL000018570,20250919,20250926,R003,resellable,1,78.59,original_payment
R00007062,OL000018572,20250810,20250813,R003,resellable,1,155.36,wallet_credit
R00007063,OL000018573,20250726,20250803,R004,write_off,1,73.51,original_payment
R00007064,OL000018575,20250524,20250601,R003,write_off,1,129.32,wallet_credit
R00007065,OL000018576,20251116,20251122,R002,resellable,1,123.44,original_payment
R00007066,OL000018580,20250723,20250727,R002,refurbishable,1,96.1,original_payment
R00007067,OL000018583,20251115,20251117,R001,resellable,1,130.8,wallet_credit
R00007068,OL000018584,20251225,20251227,R007,resellable,1,66.2,original_payment
R00007069,OL000018586,20251210,20251213,R004,write_off,1,98.91,original_payment
R00007070,OL000018589,20251127,20251205,R004,write off,3,190.77,original_payment
R00007071,OL000018590,20250604,20250607,R002,resellable,1,95.88,wallet_credit
R00007072,OL000018599,20250404,20250409,R003,resellable,1,84.62,wallet_credit
R00007073,OL000018603,20260127,20260130,R002,resellable,1,253.8,original_payment
R00007074,OL000018605,20250304,20250309,R004,resellable,1,139.11,wallet_credit
R00007075,OL000018606,20250406,20250410,R003,write_off,1,117.98,wallet_credit
R00007076,OL000018607,20251220,20251226,R001,resellable,1,240.53,wallet_credit
R00007077,OL000018609,20251128,20251130,R007,resellable,1,461.4,original_payment
R00007078,OL000018612,20250916,20250924,R003,refurbishable,1,152.45,original_payment
R00007079,OL000018619,20250930,20251004,R003,resellable,1,81.22,original_payment
R00007080,OL000018626,20260131,20260205,R002,resellable,1,977.1,manual_refund
R00007081,OL000018627,20251205,20251212,R005,refurbishable,1,365.7,manual_refund
R00007082,OL000018629,20260601,20260610,R006,resellable,2,250.5,wallet_credit
R00007083,OL000018637,20260602,20260606,R001,resellable,1,134.55,wallet_credit
R00007084,OL000018640,20250919,20250925,R005,write_off,1,156.82,wallet_credit
R00007085,OL000018641,20250331,20250409,R003,resellable,1,205.88,original_payment
R00007086,OL000018642,20260112,20260115,R007,resellable,1,89.26,original_payment
R00007087,OL000018644,20260502,20260510,R002,refurbishable,1,57.09,wallet_credit
R00007088,OL000018645,20260122,20260127,R009,resellable,1,118.89,wallet_credit
R00007089,OL000018646,20260702,20260704,R002,write_off,1,99.19,original_payment
R00007090,OL000018653,20250228,20250307,R003,refurbishable,1,91.64,original_payment
R00007091,OL000018654,20250704,20250707,R006,resellable,1,320.47,original_payment
R00007092,OL000018657,20260610,20260619,R009,resellable,1,582.11,original_payment
R00007093,OL000018662,20260706,20260711,R007,resellable,1,72.91,wallet_credit
R00007094,OL000018663,20250930,20251003,R008,WRITE_OFF,1,80.55,original_payment
R00007095,OL000018665,20250707,20250715,R001,refurbishable,1,104.66,manual_refund
R00007096,OL000018666,20250904,20250910,R008,resellable,1,173.05,original_payment
R00007097,OL000018668,20250409,20250415,R001,resellable,1,201.07,original_payment
R00007098,OL000018672,20260618,20260621,R006,resellable,1,112.37,original_payment
R00007099,OL000018674,20250119,20250123,R002,resellable,1,54.34,original_payment
R00007100,OL000018675,20250826,20250903,R005,refurbishable,1,138.14,original_payment
R00007101,OL000018676,20260721,20260724,R007,resellable,1,63.64,manual_refund
R00007102,OL000018677,20250314,20250316,R002,resellable,1,105.62,wallet_credit
R00007103,OL000018687,20250728,20250803,R006,refurbishable,1,127.96,original_payment
R00007104,OL000018688,20260720,20260726,R002,write_off,1,118.39,original_payment
R00007105,OL000018690,20250608,20250612,R001,refurbishable,1,186.49,original_payment
R00007106,OL000018694,20250505,20250512,R003,resellable,1,124.55,wallet_credit
R00007107,OL000018695,20250403,20250410,R008,resellable,1,79.82,original_payment
R00007108,OL000018698,20250212,20250217,R007,write_off,1,56.94,original_payment
R00007109,OL000018699,20250703,20250710,R007,resellable,1,152.06,original_payment
R00007110,OL000018700,20250819,20250823,R004,resellable,1,296.73,original_payment
R00007111,OL000018702,20250705,20250713,R002,resellable,1,143.06,original_payment
R00007112,OL000018704,20250704,20250713,R005,resellable,1,160.97,manual_refund
R00007113,OL000018712,20250121,20250126,R001,refurbishable,1,102.14,original_payment
R00007114,OL000018713,20250319,20250327,R003,resellable,1,72.55,original_payment
R00007115,OL000018715,20260609,20260612,R002,resellable,1,56.03,original_payment
R00007116,OL000018718,20250701,20250704,R010,resellable,2,109.18,original_payment
R00007117,OL000018721,20250826,20250902,R007,resellable,1,34.44,original_payment
R00007118,OL000018722,20260422,20260426,R001,resellable,1,79.5,manual_refund
R00007119,OL000018723,20260419,20260427,R001,refurbishable,1,33.67,original_payment
R00007120,OL000018727,20260110,20260114,R002,resellable,1,72.29,original_payment
R00007121,OL000018730,20260705,20260709,R002,refurbishable,1,26.17,wallet_credit
R00007122,OL000018734,20250302,20250309,R002,refurbishable,1,186.14,original_payment
R00007123,OL000018736,20250911,20250914,R006,resellable,1,216.47,original_payment
R00007124,OL000018737,20260103,20260107,R002,resellable,1,46.73,original_payment
R00007125,OL000018739,20260518,20260520,R005,write_off,1,251.04,original_payment
R00007126,OL000018741,20250315,20250317,R003,refurbishable,1,60.73,original_payment
R00007127,OL000018744,20250912,20250918,R005,resellable,1,115.75,wallet_credit
R00007128,OL000018747,20260320,20260325,R001,write_off,1,138.13,original_payment
R00007129,OL000018748,20260524,20260529,R001,resellable,1,375.48,original_payment
R00007130,OL000018749,20250913,20250918,R001,resellable,1,273.89,wallet_credit
R00007131,OL000018750,20250920,20250926,R003,refurbishable,1,25.67,wallet_credit
R00007132,OL000018752,20260604,20260613,R005,refurbishable,2,533.56,manual_refund
R00007133,OL000018755,20250817,20250824,R003,refurbishable,1,201.53,original_payment
R00007134,OL000018756,20250714,20250718,R002,resellable,1,62.34,original_payment
R00007135,OL000018758,20260620,20260622,R001,resellable,1,63.63,manual_refund
R00007136,OL000018762,20251020,20251022,R002,resellable,1,197.99,original_payment
R00007137,OL000018770,20251212,20251214,R002,refurbishable,1,138.26,original_payment
R00007138,OL000018771,20251023,20251029,R001,resellable,1,59.16,original_payment
R00007139,OL000018774,20260513,20260521,R003,resellable,1,132.09,original_payment
R00007140,OL000018777,20251218,20251220,R008,resellable,1,223.56,original_payment
R00007141,OL000018780,20260523,20260525,R006,resellable,1,256.21,original_payment
R00007142,OL000018793,20250207,20250209,R001,resellable,1,577.0,original_payment
R00007143,OL000018796,20260324,20260327,R003,refurbishable,1,260.0,wallet_credit
