listing_id,seller_id,category,subcategory,brand,listing_created_date,price,discount_pct,image_count,has_video,title_length_chars,description_length_chars,specifications_filled_pct,has_size_chart,has_dimensions_listed,variant_count,item_weight_kg
L003072,S00033,Home,Storage,Mid Brand,2025-02-10,558.1,0.135,4,False,60,652.0,0.437,False,,4,11.71
L003073,S00119,Sports,Activewear,Mid Brand,2025-12-07,216.0,0.051,5,False,68,869.0,0.806,False,False,5,3.18
L003074,S00287,Fashion,Dresses,Generic,2025-11-02,73.74,0.707,4,False,28,411.0,0.27,False,True,6,1.1
L003075,S00277,Fashion,T-Shirts,Generic,2025-01-17,353.89,0.13,2,True,57,228.0,0.648,True,False,6,0.59
L003076,S00156,Electronics,Small Appliances,Generic,2024-05-08,530.31,0.035,6,False,56,1009.0,0.677,False,False,2,0.21
L003077,S00218,Beauty,Haircare,Private Label,2025-06-03,42.24,0.175,5,False,58,469.0,0.593,False,False,5,0.55
L003078,S00333,Fashion,Sneakers,Private Label,2023-07-29,107.7,0.151,5,False,23,2274.0,0.556,True,False,11,0.83
L003079,S00445,Sports,Shoes,Mid Brand,2023-05-27,146.3,0.05,1,False,69,1104.0,0.583,False,False,4,1.59
L003080,S00299,Fashion,T-Shirts,Mid Brand,2025-02-07,106.08,0.054,5,False,80,225.0,0.913,,False,12,1.05
L003081,S00111,Fashion,Jeans,Generic,2024-02-12,118.55,0.012,1,True,28,479.0,0.601,True,False,1,0.76
L003082,S00389,Fashion,Sneakers,Generic,2023-10-24,117.21,0.128,2,False,47,331.0,0.679,True,True,7,1.11
L003083,S00056,Electronics,Laptops,Premium Brand,2025-03-22,473.7,0.07,6,True,42,816.0,0.483,False,False,3,1.45
L003084,S00106,Electronics,Mobiles,Imported Brand,2023-09-28,745.1,0.392,4,False,51,745.0,0.598,False,False,9,0.94
L003085,S00256,Fashion,Watches,Imported Brand,2024-10-14,130.71,0.004,2,False,22,2775.0,0.474,True,False,7,0.22
L003086,S00320,Beauty,Fragrance,Private Label,2024-10-10,154.08,0.454,2,False,38,282.0,0.863,False,False,3,0.37
L003087,S00291,Beauty,Skincare,Generic,2025-11-16,61.27,0.047,3,False,82,657.0,0.939,True,False,4,0.67
L003088,S00386,Electronics,Headphones,Mid Brand,2023-02-25,353.56,0.185,2,True,87,411.0,0.506,False,True,4,0.35
L003089,S00381,Electronics,Mobiles,Premium Brand,2024-03-14,234.63,0.097,5,True,66,820.0,0.571,False,True,6,3.38
L003090,S00109,Fashion,T-Shirts,Private Label,2023-05-02,62.47,0.157,5,False,63,376.0,0.753,False,False,6,0.74
L003091,S00026,Fashion,T-Shirts,Private Label,2024-03-30,80.59,0.142,6,False,36,568.0,0.634,False,False,9,1.07
L003092,S00433,Electronics,Small Appliances,Imported Brand,2025-07-24,685.21,0.038,5,False,57,350.0,0.583,False,False,4,0.37
L003093,S00107,Fashion,Sneakers,Premium Brand,2025-03-15,155.16,0.129,4,False,36,420.0,0.338,True,False,10,1.13
L003094,S00030,Beauty,Skincare,Mid Brand,2023-12-03,67.68,0.044,3,False,80,1123.0,0.36,True,False,3,0.53
L003095,S00412,Fashion,Dresses,Private Label,2025-12-26,221.76,0.115,3,True,92,615.0,0.663,True,False,9,0.97
L003096,S00395,Fashion,Jeans,Mid Brand,2025-03-22,53.91,0.402,3,False,64,973.0,0.496,True,True,7,1.19
L003097,S00411,Electronics,Small Appliances,Private Label,2024-04-18,768.45,0.086,6,True,31,1095.0,0.374,False,False,4,0.84
L003098,S00369,fashion,Dresses,Generic,2025-04-21,144.33,0.075,1,False,52,331.0,0.939,False,False,11,1.2
L003099,S00398,Home,Kitchen,Generic,2023-07-12,42.95,0.015,6,False,59,338.0,0.617,False,True,3,12.5
L003100,S00395,Electronics,Cameras,Generic,2026-01-06,389.75,0.068,1,False,41,533.0,0.599,False,True,4,1.04
L003101,S00395,Sports,Shoes,Premium Brand,2023-05-26,169.57,0.115,3,False,70,422.0,0.489,False,False,3,0.65
L003102,S00315,Sports,Outdoor,Generic,2025-03-26,162.27,0.232,4,True,38,229.0,0.339,False,False,3,4.83
L003103,S00444,Electronics,Headphones,Premium Brand,2024-03-17,375.24,0.069,6,False,66,724.0,0.532,False,True,3,0.23
L003104,S00258,Fashion,T-Shirts,Generic,2024-10-28,140.6,0.051,6,True,37,649.0,0.588,True,True,10,0.53
L003105,S00024,Sports,Equipment,Imported Brand,2024-08-11,200.68,0.119,6,False,75,401.0,0.354,False,False,3,1.65
L003106,S00202,Fashion,T-Shirts,Mid Brand,2024-09-30,159.39,0.31,7,False,35,792.0,0.479,True,False,10,0.67
L003107,S00300,Home,Storage,Private Label,2025-02-09,142.44,0.309,6,True,41,338.0,0.335,False,False,5,10.56
L003108,S00329,Electronics,Mobiles,Mid Brand,2026-05-24,864.39,0.104,3,False,60,1280.0,0.475,False,True,4,0.46
L003109,S00434,Electronics,Small Appliances,Private Label,2025-12-29,347.03,0.285,5,False,62,443.0,0.507,False,False,5,0.57
L003110,S00197,Electronics,Laptops,Premium Brand,2024-01-31,462.2,0.075,6,False,78,207.0,0.414,False,False,7,0.6
L003111,S00005,Electronics,Small Appliances,Generic,2025-08-27,402.08,0.127,6,False,37,1059.0,0.824,False,False,5,1.02
L003112,S00095,Electronics,Small Appliances,Mid Brand,2025-09-04,691.78,0.092,1,False,40,640.0,0.204,False,False,6,5.53
L003113,S00190,Electronics,Headphones,Mid Brand,2024-10-14,196.1,0.009,4,False,71,1129.0,0.768,False,False,4,3.02
L003114,S00209,Sports,Shoes,Private Label,2023-10-31,480.17,0.116,3,False,65,239.0,0.429,False,False,1,1.61
L003115,S00316,Sports,Activewear,Premium Brand,2024-08-25,420.93,0.347,5,False,69,985.0,0.72,False,False,3,4.82
L003116,S00280,Electronics,Small Appliances,Private Label,2024-11-17,194.65,0.089,7,False,35,471.0,0.661,,True,6,1.05
L003117,S00418,Fashion,Jeans,Mid Brand,2025-05-12,73.44,0.125,5,False,59,1330.0,0.627,True,False,17,0.84
L003118,S00136,Beauty,Makeup,Generic,2023-06-06,42.14,0.448,3,True,68,187.0,0.283,,False,1,0.17
L003119,S00009,Home,Furniture,Generic,2025-03-20,212.81,0.541,7,False,63,912.0,0.59,False,False,1,13.22
L003120,S00340,Home,Decor,Generic,2026-05-07,493.8,0.161,8,False,75,421.0,0.657,False,True,8,4.34
L003121,S00217,Fashion,Jeans,Imported Brand,2024-09-29,247.7,0.215,4,False,53,704.0,0.42,True,False,9,0.32
L003122,S00208,Sports,Equipment,Generic,2024-07-13,251.95,0.037,12,False,45,3351.0,0.601,False,True,2,2.81
L003123,S00128,Home,Kitchen,Imported Brand,2023-02-19,87.09,0.077,7,False,111,781.0,0.735,False,False,4,3.61
L003124,S00075,Home,Decor,Generic,2026-03-01,263.87,0.418,7,False,64,1556.0,0.811,False,True,4,4.03
L003125,S00100,Electronics,Headphones,Generic,2023-08-13,735.61,0.139,2,False,48,2509.0,0.812,False,False,3,1.36
L003126,S00433,Home,Furniture,Generic,2023-07-01,420.27,0.119,3,False,59,268.0,0.935,False,False,7,11.12
L003127,S00198,Fashion,T-Shirts,Generic,2024-01-13,125.26,0.112,2,False,62,411.0,0.735,True,False,12,0.93
L003128,S00235,Beauty,Skincare,Imported Brand,2026-04-06,53.48,0.19,3,False,59,1315.0,0.636,,True,3,0.36
L003129,S00274,Fashion,Dresses,Private Label,2026-05-29,107.52,0.16,4,False,49,,0.536,True,False,5,0.56
L003130,S00051,Fashion,Watches,Mid Brand,2025-11-01,54.27,0.02,2,False,36,1227.0,0.616,True,False,9,0.27
L003131,S00427,Fashion,Dresses,Imported Brand,2024-11-06,95.22,0.1,4,False,69,933.0,0.422,True,,12,0.87
L003132,S00078,Fashion,T-Shirts,Premium Brand,2025-03-27,167.51,0.137,2,False,47,415.0,0.632,True,False,4,0.92
L003133,S00046,Fashion,T-Shirts,Mid Brand,2023-04-03,195.75,0.304,5,False,23,321.0,0.542,True,True,8,0.74
L003134,S00294,Fashion,Watches,Generic,2024-11-03,130.6,0.365,4,False,51,226.0,,True,False,11,0.2
L003135,S00077,Electronics,Mobiles,Mid Brand,2023-08-30,554.06,0.034,6,False,52,507.0,0.61,True,,4,3.77
L003136,S00060,Electronics,Mobiles,Private Label,2024-03-08,211.53,0.283,4,False,86,455.0,0.623,False,False,5,1.2
L003137,S00049,Beauty,Makeup,Private Label,2025-08-15,101.24,0.03,10,False,48,627.0,0.582,,,8,0.38
L003138,S00098,Beauty,Haircare,Generic,2024-02-12,55.28,0.362,4,False,75,,0.733,False,False,3,0.71
L003139,S00352,Fashion,Jeans,Private Label,2024-11-19,74.07,0.21,9,True,78,561.0,0.955,True,False,15,0.96
L003140,S00133,Fashion,Abayas,Mid Brand,2023-02-02,69.66,0.324,6,False,58,188.0,0.438,True,False,5,0.43
L003141,S00272,Electronics,Laptops,Premium Brand,2024-12-02,1606.37,0.154,5,True,72,1630.0,0.537,False,False,5,1.0
L003142,S00160,Beauty,Skincare,,2026-05-13,66.51,0.285,10,False,72,1750.0,0.917,False,True,8,0.42
L003143,S00034,Fashion,Dresses,,2025-01-16,,0.005,3,False,37,397.0,0.726,True,False,7,0.85
L003144,S00084,Fashion,Sneakers,Mid Brand,2026-05-25,126.06,0.127,3,False,52,600.0,0.354,False,True,4,1.0
L003145,S00085,Fashion,Watches,Private Label,2025-12-30,22.86,0.12,2,False,49,,0.539,True,False,5,1.04
L003146,S00246,Home,Decor,Private Label,2025-03-13,94.73,0.166,3,False,84,399.0,0.607,False,True,3,6.65
L003147,S00367,Sports,Equipment,Mid Brand,2023-06-05,446.8,0.015,1,False,65,2051.0,,,True,1,4.29
L003148,S00197,Electronics,Small Appliances,Mid Brand,2024-02-25,480.35,0.158,4,True,64,801.0,0.565,False,,6,0.38
L003149,S00154,Sports,Activewear,Imported Brand,2023-03-01,141.53,0.116,4,False,63,502.0,0.536,False,True,3,4.82
L003150,S00302,electronics,Headphones,Private Label,2023-05-21,619.74,0.37,3,False,16,458.0,0.738,False,False,5,2.93
L003151,S00158,Fashion,Jeans,Generic,2023-03-08,67.06,0.079,1,False,104,900.0,0.49,False,True,8,0.96
L003152,S00257,Home,Storage,Mid Brand,2024-07-20,257.87,0.373,4,False,24,569.0,0.604,False,False,4,12.88
L003153,S00218,Sports,Equipment,Mid Brand,2025-05-15,256.91,0.238,2,False,68,1425.0,0.383,False,True,3,1.51
L003154,S00108,Fashion,T-Shirts,Mid Brand,2025-07-21,109.07,0.182,6,False,42,539.0,0.418,True,False,3,0.99
L003155,S00068,Sports,Activewear,Mid Brand,2023-11-22,123.77,0.121,1,False,62,430.0,0.898,False,False,5,4.69
L003156,S00204,Sports,Equipment,Premium Brand,2024-05-08,218.56,0.659,2,True,47,495.0,,False,False,5,0.22
L003157,S00424,Fashion,Abayas,,2025-07-08,116.51,0.051,7,False,44,582.0,0.564,True,False,8,0.52
L003158,S00031,Electronics,Small Appliances,Generic,2025-06-08,267.34,0.307,2,False,36,153.0,0.504,False,False,3,5.96
L003159,S00186,Electronics,Cameras,Private Label,2025-12-09,102.69,0.039,6,False,96,806.0,0.705,False,False,4,0.77
L003160,S00284,Fashion,T-Shirts,Mid Brand,2025-08-23,86.43,0.047,4,False,79,618.0,0.404,True,False,5,0.71
L003161,S00064,Fashion,T-Shirts,Generic,2026-04-19,43.6,0.013,6,False,101,1253.0,0.692,True,False,5,0.98
L003162,S00397,Fashion,T-Shirts,Private Label,2024-09-30,75.45,0.332,7,False,65,308.0,0.396,True,,8,0.84
L003163,S00123,Home,Furniture,Imported Brand,2025-09-18,367.28,0.351,6,False,46,708.0,0.497,True,True,3,3.3
L003164,S00190,Fashion,Jeans,,2024-09-03,418.67,0.071,6,True,50,766.0,0.535,True,False,2,0.78
L003165,S00358,Fashion,T-Shirts,Premium Brand,2024-12-26,126.48,0.311,4,True,68,532.0,0.703,False,False,7,0.55
L003166,S00399,Home,Bedding,Private Label,2024-10-04,205.02,0.149,6,False,61,413.0,0.772,False,False,6,6.86
L003167,S00027,Electronics,Mobiles,,2025-01-22,413.76,0.028,2,True,20,758.0,0.409,False,False,1,0.84
L003168,S00107,Fashion,Abayas,Mid Brand,2024-08-09,102.98,0.368,5,False,84,531.0,0.563,False,False,10,0.86
L003169,S00233,Fashion,Watches,Generic,2025-09-20,77.7,0.012,3,False,53,267.0,0.776,True,False,9,0.62
L003170,S00405,Fashion,Abayas,Private Label,2024-05-30,58.74,0.186,1,False,48,268.0,0.565,True,False,8,0.84
L003171,S00055,Fashion,T-Shirts,Premium Brand,2025-01-20,119.24,0.335,4,False,40,,0.229,False,False,5,0.89
L003172,S00033,Electronics,Mobiles,Generic,2024-10-16,589.34,0.137,7,False,46,875.0,0.503,False,False,5,0.37
L003173,S00397,Fashion,Abayas,Premium Brand,2023-02-18,147.58,0.29,3,True,62,233.0,0.619,True,True,8,0.34
L003174,S00265,Fashion,Dresses,Premium Brand,2024-05-10,90.32,0.051,2,True,40,390.0,0.333,True,False,7,0.25
L003175,S00068,Beauty,Haircare,Private Label,2024-10-15,43.84,0.258,10,False,70,723.0,0.423,False,False,11,0.55
L003176,S00450,Beauty,Haircare,Private Label,2023-07-13,50.21,0.037,5,False,66,986.0,0.615,False,False,7,0.28
L003177,S00323,Home,Bedding,Generic,2024-03-20,527.91,0.049,7,True,61,535.0,,False,True,4,12.47
L003178,S00424,Fashion,Abayas,Mid Brand,2023-04-30,102.29,0.25,5,False,9,1261.0,0.383,,False,6,0.23
L003179,S00237,Home,Furniture,Generic,2024-01-12,271.35,0.179,11,False,66,489.0,0.529,True,False,3,12.06
L003180,S00266,Fashion,Jeans,Private Label,2023-02-13,109.27,0.472,8,False,84,782.0,0.376,True,False,11,0.81
L003181,S00326,Fashion,Watches,Premium Brand,2024-10-11,186.66,0.298,3,False,66,217.0,,True,False,10,0.95
L003182,S00121,Fashion,T-Shirts,Generic,2024-04-06,133.97,0.173,1,False,39,670.0,0.16,True,False,4,0.89
L003183,S00331,Beauty,Skincare,Generic,2024-07-24,245.38,0.167,7,False,63,318.0,0.607,True,True,4,0.25
L003184,S00189,Fashion,Watches,Mid Brand,2025-02-19,83.52,0.301,3,True,0,1120.0,0.501,False,,6,0.35
L003185,S00160,Beauty,Fragrance,Generic,2025-07-16,71.35,0.541,10,False,54,1649.0,0.799,,,9,0.2
L003186,S00059,Fashion,Watches,Mid Brand,2025-10-06,175.3,0.027,9,False,73,806.0,0.375,False,,4,0.89
L003187,S00278,Sports,Outdoor,Generic,2024-01-24,137.49,0.061,5,False,64,396.0,0.612,False,False,3,0.36
L003188,S00215,Electronics,Mobiles,Mid Brand,2025-04-02,1036.2,0.129,4,True,75,1354.0,0.373,False,False,1,2.9
L003189,S00373,Beauty,Skincare,Premium Brand,2025-11-26,42.88,0.079,8,True,96,529.0,0.74,,False,7,0.41
L003190,S00099,Fashion,Watches,Mid Brand,2024-03-01,104.4,0.163,10,False,62,2333.0,,True,False,15,0.21
L003191,S00090,Sports,Outdoor,Generic,2023-05-15,205.31,0.267,3,False,37,316.0,0.472,False,True,3,3.33
L003192,S00129,Fashion,Dresses,Private Label,2024-01-18,175.62,0.179,3,False,65,489.0,0.826,True,True,10,0.59
L003193,S00040,Fashion,Sneakers,Private Label,2023-09-17,120.64,0.134,5,False,57,696.0,0.385,True,False,14,0.67
L003194,S00435,Electronics,Small Appliances,Mid Brand,2023-09-18,157.85,0.103,4,True,69,1187.0,0.444,False,False,5,2.65
L003195,S00258,Sports,Shoes,Premium Brand,2026-04-18,242.88,0.1,3,True,62,471.0,0.758,False,False,6,1.73
L003196,S00414,Electronics,Laptops,Generic,2025-08-18,356.7,0.104,1,False,44,285.0,0.307,False,False,4,6.68
L003197,S00115,Fashion,Dresses,Private Label,2026-03-13,124.98,0.201,1,False,55,170.0,0.26,True,False,5,
L003198,S00269,Fashion,Sneakers,Generic,2024-05-12,83.65,0.115,4,False,68,762.0,0.852,True,False,11,0.92
L003199,S00417,Fashion,Sneakers,Generic,2025-11-15,147.3,0.085,1,False,82,325.0,0.43,True,True,5,0.95
L003200,S00004,Fashion,Watches,Premium Brand,2025-11-24,166.32,0.146,4,False,102,3067.0,,True,,15,0.43
L003201,S00208,Home,Storage,Private Label,2025-01-13,104.76,0.148,8,False,54,,0.815,False,True,3,12.39
L003202,S00134,Fashion,Dresses,Mid Brand,2023-07-13,134.82,0.208,2,True,62,536.0,0.501,False,True,6,1.19
L003203,S00014,Home,Decor,Generic,2025-05-14,128.42,0.349,3,False,63,376.0,0.519,False,False,2,12.33
L003204,S00448,Fashion,Abayas,Generic,2023-11-17,88.27,0.047,1,False,72,805.0,0.591,,False,5,0.22
L003205,S00109,Fashion,Dresses,Private Label,2024-08-01,244.45,0.051,7,False,42,811.0,0.485,False,False,5,1.15
L003206,S00288,Beauty,Skincare,Private Label,2023-12-11,50.49,0.104,2,False,82,228.0,0.768,False,False,6,0.4
L003207,S00303,Fashion,Watches,Private Label,2024-11-25,130.66,0.033,9,False,0,643.0,0.572,True,True,12,0.97
L003208,S00001,Fashion,T-Shirts,Generic,2026-05-11,102.11,0.034,5,True,49,540.0,0.344,False,False,6,0.83
L003209,S00417,Electronics,Headphones,Generic,2025-03-27,304.27,0.18,5,False,54,318.0,0.444,True,True,2,0.22
L003210,S00275,Home,Storage,Generic,2024-09-21,235.72,0.075,6,True,78,399.0,0.584,,False,7,13.92
L003211,S00115,Fashion,T-Shirts,Private Label,2023-11-14,149.13,0.269,6,False,51,,0.379,False,False,5,0.94
L003212,S00269,Electronics,Headphones,Premium Brand,2023-02-16,526.56,0.173,4,False,53,767.0,0.648,False,False,4,0.55
L003213,S00189,Beauty,Skincare,Mid Brand,2026-03-18,96.19,0.127,4,False,61,385.0,0.445,,False,1,0.12
L003214,S00060,Home,Storage,Generic,2023-02-04,273.0,0.3,7,False,78,484.0,0.959,False,,9,3.48
L003215,S00374,Fashion,Dresses,Private Label,2023-12-14,63.36,0.39,7,False,41,707.0,0.828,False,False,10,0.24
L003216,S00231,Electronics,Cameras,Imported Brand,2025-01-16,407.82,0.54,1,False,61,277.0,0.495,True,False,1,0.37
L003217,S00063,Fashion,T-Shirts,Mid Brand,2023-03-07,193.69,0.037,4,True,49,,0.543,True,False,8,0.3
L003218,S00409,Electronics,Laptops,Mid Brand,2026-04-15,654.34,0.1,2,False,40,689.0,0.839,False,False,6,1.14
L003219,S00222,Fashion,T-Shirts,Premium Brand,2026-04-04,56.72,0.256,7,False,46,592.0,0.59,True,True,8,0.73
L003220,S00218,Electronics,Laptops,Mid Brand,2024-10-26,546.07,0.119,3,False,10,395.0,0.701,False,True,6,0.44
L003221,S00006,Home,Bedding,Mid Brand,2024-06-23,261.27,0.183,3,False,40,590.0,0.489,False,,7,12.88
L003222,S00192,Fashion,T-Shirts,Mid Brand,2023-02-11,58.23,0.064,8,False,65,775.0,0.679,False,True,9,0.73
L003223,S00120,Home,Kitchen,Mid Brand,2024-08-24,77.18,0.256,6,False,75,1180.0,0.634,False,False,7,10.44
L003224,S00192,Beauty,Fragrance,Imported Brand,2024-03-14,84.94,0.008,9,True,75,457.0,0.444,False,True,4,0.67
L003225,S00214,Electronics,Laptops,Generic,2025-01-19,248.7,0.131,5,False,24,209.0,0.693,False,False,1,3.3
L003226,S00209,Home,Storage,Generic,2025-09-28,466.22,0.227,3,False,37,353.0,0.447,False,False,1,7.95
L003227,S00141,Electronics,Mobiles,Imported Brand,2024-02-04,1160.8,0.255,2,False,60,273.0,0.419,False,False,3,1.08
L003228,S00200,Fashion,Jeans,Imported Brand,2025-04-07,54.26,0.164,6,True,52,1126.0,0.378,,False,10,1.2
L003229,S00052,Home,Kitchen,Mid Brand,2024-05-02,122.46,0.096,3,False,62,410.0,0.846,False,True,4,0.73
L003230,S00385,Fashion,Watches,Mid Brand,2025-09-25,245.47,0.378,9,True,64,764.0,0.936,True,True,10,0.67
L003231,S00307,Fashion,Dresses,Generic,2026-01-19,164.82,0.191,1,True,68,272.0,0.763,False,False,4,0.78
L003232,S00214,Beauty,Skincare,Private Label,2024-05-12,167.51,0.191,3,False,39,1789.0,,,False,6,0.46
L003233,S00231,Sports,Equipment,Private Label,2025-02-24,158.82,0.341,10,False,33,305.0,0.464,False,False,4,1.08
L003234,S00324,Beauty,Makeup,Imported Brand,2024-07-03,121.91,0.035,3,False,53,389.0,0.712,False,False,8,0.39
L003235,S00143,Fashion,Watches,Generic,2023-02-10,70.69,0.043,6,True,69,516.0,0.621,True,False,14,1.01
L003236,S00136,Fashion,Abayas,Imported Brand,2024-11-17,96.29,0.401,6,False,82,1413.0,0.522,True,False,7,1.0
L003237,S00124,Electronics,Small Appliances,Private Label,2023-01-21,673.87,0.152,8,True,39,392.0,0.56,True,False,6,0.44
L003238,S00312,Fashion,Jeans,Mid Brand,2023-08-26,75.32,0.24,5,False,74,2594.0,1.0,,False,11,0.69
L003239,S00415,Home,Furniture,Mid Brand,2024-03-18,274.48,0.3,7,True,72,1122.0,0.837,False,True,5,11.93
L003240,S00008,Electronics,Small Appliances,Generic,2023-02-21,272.79,0.198,2,False,80,344.0,0.916,False,False,4,0.44
L003241,S00216,Fashion,Sneakers,Private Label,2025-10-16,116.61,0.029,4,False,75,514.0,0.313,True,False,10,1.09
L003242,S00190,Fashion,T-Shirts,Private Label,2025-04-02,174.45,0.073,3,True,92,219.0,0.745,True,False,8,0.95
L003243,S00358,Fashion,Sneakers,Generic,2023-11-21,60.04,0.372,2,False,24,528.0,0.394,False,False,7,0.74
L003244,S00046,Home,Storage,Mid Brand,2024-01-29,115.03,0.209,8,False,24,1053.0,0.359,False,False,4,6.21
L003245,S00055,Electronics,Cameras,,2025-05-29,341.15,0.063,2,True,12,,0.524,False,False,2,1.24
L003246,S00182,Electronics,Headphones,Mid Brand,2023-08-29,754.21,0.192,4,False,50,425.0,0.528,False,False,4,3.93
L003247,S00428,Electronics,Headphones,Generic,2024-04-15,418.37,0.006,3,False,89,814.0,0.85,,False,7,1.27
L003248,S00226,Home,Furniture,Generic,2023-11-14,185.45,0.267,10,True,54,346.0,0.817,,True,3,5.21
L003249,S00407,Beauty,Skincare,Generic,2023-11-30,26.95,0.055,3,False,32,707.0,0.889,False,False,7,0.12
L003250,S00230,electronics,Laptops,Mid Brand,2023-08-17,278.03,0.438,5,False,52,326.0,0.708,False,True,6,0.77
L003251,S00228,Fashion,Watches,Private Label,2024-10-11,43.39,0.022,4,False,64,252.0,0.477,False,,6,0.28
L003252,S00253,Sports,Equipment,Private Label,2024-03-10,125.3,0.258,6,False,53,1344.0,0.693,False,False,2,3.63
L003253,S00368,Home,Kitchen,Generic,2025-11-15,231.99,0.366,5,False,57,223.0,0.781,False,,2,4.92
L003254,S00056,Electronics,Headphones,Generic,2023-07-05,618.62,0.26,4,False,63,,0.432,False,False,1,0.53
L003255,S00377,Beauty,Fragrance,Premium Brand,2024-02-01,94.56,0.302,4,False,78,244.0,,False,True,2,0.62
L003256,S00091,Fashion,Abayas,Generic,2025-12-30,344.67,0.063,7,False,47,218.0,0.595,True,False,9,0.35
L003257,S00299,Fashion,Abayas,Generic,2024-03-03,111.12,0.264,7,False,97,731.0,,True,True,14,
L003258,S00325,Beauty,Haircare,Mid Brand,2025-02-04,242.22,0.134,3,False,95,1198.0,0.684,False,False,7,0.78
L003259,S00418,Fashion,Abayas,,2025-02-02,149.96,0.08,4,False,63,992.0,0.783,True,False,15,0.94
L003260,S00343,Home,Decor,Generic,2024-04-28,299.67,0.057,5,False,56,354.0,0.498,False,True,2,12.62
L003261,S00295,Home,Furniture,Private Label,2023-12-03,294.87,0.088,4,True,56,873.0,0.544,True,True,1,10.24
L003262,S00018,Beauty,Makeup,Mid Brand,2025-09-19,62.17,0.033,12,False,107,757.0,0.619,False,True,5,0.34
L003263,S00103,Electronics,Small Appliances,Mid Brand,2023-10-31,203.32,0.42,5,False,35,324.0,0.435,False,,4,0.85
L003264,S00396,Home,Furniture,Private Label,2024-04-11,198.74,0.003,3,True,39,542.0,0.94,False,True,5,1.16
L003265,S00134,Fashion,Dresses,,2023-02-11,233.28,0.144,3,False,79,768.0,0.801,True,False,14,0.43
L003266,S00229,Electronics,Headphones,Private Label,2025-07-05,277.59,0.162,2,True,8,729.0,0.402,False,False,3,5.65
L003267,S00042,Sports,Shoes,Generic,2025-12-05,239.32,0.131,4,False,46,630.0,,False,False,5,3.53
L003268,S00027,Fashion,Watches,Mid Brand,2023-12-31,104.81,0.454,3,False,72,778.0,0.48,True,,8,0.33
L003269,S00354,Fashion,Sneakers,Premium Brand,2024-04-02,166.73,0.428,4,True,70,404.0,0.882,False,False,6,0.56
L003270,S00022,Fashion,Sneakers,Generic,2024-11-25,153.7,0.153,3,False,83,875.0,0.576,False,False,14,0.77
L003271,S00258,Sports,Activewear,Generic,2023-05-09,139.57,0.023,3,False,70,925.0,0.709,False,True,4,2.52
L003272,S00367,Sports,Equipment,Private Label,2025-06-05,112.6,0.259,3,False,67,425.0,0.458,False,False,4,0.76
L003273,S00426,Beauty,Fragrance,Premium Brand,2023-06-26,96.62,0.252,5,False,71,197.0,0.119,False,False,3,0.68
L003274,S00181,Fashion,Sneakers,Generic,2023-07-18,104.95,0.181,4,False,71,842.0,0.537,True,False,11,0.61
L003275,S00333,Home,Storage,Premium Brand,2025-03-06,198.98,0.143,6,False,66,619.0,0.813,False,True,3,8.97
L003276,S00416,Fashion,Abayas,Generic,2025-02-21,201.15,0.067,5,False,40,950.0,0.483,False,True,7,0.52
L003277,S00020,Home,Storage,Generic,2025-08-06,226.46,0.098,6,False,78,455.0,0.588,False,True,5,3.07
L003278,S00015,Home,Furniture,Generic,2024-10-09,87.06,0.274,7,False,60,264.0,0.668,False,True,4,7.69
L003279,S00375,Sports,Equipment,Mid Brand,2024-01-10,336.94,0.024,7,False,24,620.0,0.625,False,False,3,1.69
L003280,S00114,Beauty,Skincare,Mid Brand,2024-01-23,112.0,0.246,1,False,15,338.0,0.677,False,False,4,0.33
L003281,S00366,Fashion,T-Shirts,Generic,2025-05-08,225.91,0.358,1,True,87,487.0,0.327,True,False,7,0.68
L003282,S00144,Fashion,Dresses,Mid Brand,2023-05-24,199.77,0.403,9,False,68,435.0,0.618,,True,6,0.28
L003283,S00311,Fashion,Jeans,Generic,2025-08-31,111.51,0.026,3,False,75,469.0,0.891,,False,14,0.39
L003284,S00163,Home,Bedding,Mid Brand,2026-05-11,206.62,0.182,8,False,23,410.0,0.6,False,False,4,4.89
L003285,S00153,Electronics,Headphones,Private Label,2023-05-30,429.83,0.075,1,False,46,426.0,0.601,False,False,5,1.4
L003286,S00026,Fashion,Jeans,Generic,2024-10-30,390.16,0.164,2,False,99,2323.0,0.416,True,False,10,0.66
L003287,S00180,Fashion,Abayas,Private Label,2023-01-15,81.89,0.325,8,False,51,,0.675,False,True,15,0.74
L003288,S00272,Home,Storage,Mid Brand,2024-09-15,319.2,0.231,9,True,54,,0.442,False,False,3,7.89
L003289,S00320,Beauty,Fragrance,Mid Brand,2023-05-18,110.75,0.047,8,False,73,1062.0,0.658,False,False,8,0.79
L003290,S00240,Fashion,T-Shirts,Generic,2023-11-10,30.47,0.294,2,False,80,379.0,0.295,True,True,6,1.03
L003291,S00315,Home,Bedding,Private Label,2023-09-24,483.64,0.223,4,False,56,1120.0,0.393,False,True,4,10.32
L003292,S00391,Beauty,Makeup,Premium Brand,2024-04-11,71.44,0.071,3,False,74,1081.0,0.791,False,False,10,0.62
L003293,S00028,Electronics,Headphones,Generic,2023-03-15,238.29,0.002,3,False,71,393.0,0.564,False,False,7,0.76
L003294,S00188,Home,Kitchen,Private Label,2026-04-19,247.32,0.035,5,False,51,574.0,0.682,False,True,7,10.35
L003295,S00100,Electronics,Cameras,Generic,2025-06-30,289.79,0.004,5,True,65,580.0,0.798,False,True,8,4.53
